96048 silly lifecycle destroy@1.0.4~preinstall: no script for preinstall, continuing
102626 verbose link bins [ { rimraf: './bin.js' },
102626 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\grunt-newer\\node_modules\\.bin',
102626 verbose link bins   false ]
102627 verbose linkMans rimraf@2.5.4
102628 silly build grunt-newer@1.2.0
102629 info linkStuff grunt-newer@1.2.0
102630 silly linkStuff grunt-newer@1.2.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102631 verbose linkBins grunt-newer@1.2.0
102632 verbose linkMans grunt-newer@1.2.0
102633 silly build glob@7.0.5
102634 info linkStuff glob@7.0.5
102635 silly linkStuff glob@7.0.5 has D:\nodejs-project\2015work\node_modules\globby\node_modules as its parent node_modules
102636 verbose linkBins glob@7.0.5
102637 verbose linkMans glob@7.0.5
102638 silly build globby@5.0.0
102639 info linkStuff globby@5.0.0
102640 silly linkStuff globby@5.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102641 verbose linkBins globby@5.0.0
102642 verbose linkMans globby@5.0.0
102643 silly build del@2.2.2
102644 info linkStuff del@2.2.2
102645 silly linkStuff del@2.2.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102646 verbose linkBins del@2.2.2
102647 verbose linkMans del@2.2.2
102648 silly build glob@5.0.15
102649 info linkStuff glob@5.0.15
102650 silly linkStuff glob@5.0.15 has D:\nodejs-project\2015work\node_modules\glob-stream\node_modules as its parent node_modules
102651 verbose linkBins glob@5.0.15
102652 verbose linkMans glob@5.0.15
102653 silly build glob@5.0.15
102654 info linkStuff glob@5.0.15
102655 silly linkStuff glob@5.0.15 has D:\nodejs-project\2015work\node_modules\eslint\node_modules as its parent node_modules
102656 verbose linkBins glob@5.0.15
102657 verbose linkMans glob@5.0.15
102658 silly build glob@5.0.15
102659 info linkStuff glob@5.0.15
102660 silly linkStuff glob@5.0.15 has D:\nodejs-project\2015work\node_modules\commoner\node_modules as its parent node_modules
102661 verbose linkBins glob@5.0.15
102662 verbose linkMans glob@5.0.15
102663 silly build commoner@0.10.4
102664 info linkStuff commoner@0.10.4
102665 silly linkStuff commoner@0.10.4 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102666 verbose linkBins commoner@0.10.4
102667 verbose link bins [ { commonize: './bin/commonize' },
102667 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102667 verbose link bins   false ]
102668 verbose linkMans commoner@0.10.4
102669 silly build write@0.2.1
102670 info linkStuff write@0.2.1
102671 silly linkStuff write@0.2.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102672 verbose linkBins write@0.2.1
102673 verbose linkMans write@0.2.1
102674 silly build flat-cache@1.2.1
102675 info linkStuff flat-cache@1.2.1
102676 silly linkStuff flat-cache@1.2.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102677 verbose linkBins flat-cache@1.2.1
102678 verbose linkMans flat-cache@1.2.1
102679 silly build file-entry-cache@1.3.1
102680 info linkStuff file-entry-cache@1.3.1
102681 silly linkStuff file-entry-cache@1.3.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102682 verbose linkBins file-entry-cache@1.3.1
102683 verbose linkMans file-entry-cache@1.3.1
102684 silly build ws@1.0.1
102685 info linkStuff ws@1.0.1
102686 silly linkStuff ws@1.0.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102687 verbose linkBins ws@1.0.1
102688 verbose linkMans ws@1.0.1
102689 silly build engine.io@1.6.9
102690 info linkStuff engine.io@1.6.9
102691 silly linkStuff engine.io@1.6.9 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102692 verbose linkBins engine.io@1.6.9
102693 verbose linkMans engine.io@1.6.9
102694 silly build xml-escape@1.0.0
102695 info linkStuff xml-escape@1.0.0
102696 silly linkStuff xml-escape@1.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102697 verbose linkBins xml-escape@1.0.0
102698 verbose linkMans xml-escape@1.0.0
102699 silly build xmlhttprequest-ssl@1.5.1
102700 info linkStuff xmlhttprequest-ssl@1.5.1
102701 silly linkStuff xmlhttprequest-ssl@1.5.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102702 verbose linkBins xmlhttprequest-ssl@1.5.1
102703 verbose linkMans xmlhttprequest-ssl@1.5.1
102704 silly build xtend@4.0.1
102705 info linkStuff xtend@4.0.1
102706 silly linkStuff xtend@4.0.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102707 verbose linkBins xtend@4.0.1
102708 verbose linkMans xtend@4.0.1
102709 silly build through2@2.0.1
102710 info linkStuff through2@2.0.1
102711 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\through2-filter\node_modules as its parent node_modules
102712 verbose linkBins through2@2.0.1
102713 verbose linkMans through2@2.0.1
102714 silly build through2-filter@2.0.0
102715 info linkStuff through2-filter@2.0.0
102716 silly linkStuff through2-filter@2.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102717 verbose linkBins through2-filter@2.0.0
102718 verbose linkMans through2-filter@2.0.0
102719 silly build unique-stream@2.2.1
102720 info linkStuff unique-stream@2.2.1
102721 silly linkStuff unique-stream@2.2.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102722 verbose linkBins unique-stream@2.2.1
102723 verbose linkMans unique-stream@2.2.1
102724 silly build through2@0.6.5
102725 info linkStuff through2@0.6.5
102726 silly linkStuff through2@0.6.5 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102727 verbose linkBins through2@0.6.5
102728 verbose linkMans through2@0.6.5
102729 silly build wiredep@2.2.2
102730 info linkStuff wiredep@2.2.2
102731 silly linkStuff wiredep@2.2.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102732 verbose linkBins wiredep@2.2.2
102733 verbose link bins [ { wiredep: './wiredep-cli.js' },
102733 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102733 verbose link bins   false ]
102734 verbose linkMans wiredep@2.2.2
102735 silly build grunt-wiredep@2.0.0
102736 info linkStuff grunt-wiredep@2.0.0
102737 silly linkStuff grunt-wiredep@2.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102738 verbose linkBins grunt-wiredep@2.0.0
102739 verbose linkMans grunt-wiredep@2.0.0
102740 silly build merge-stream@0.1.8
102741 info linkStuff merge-stream@0.1.8
102742 silly linkStuff merge-stream@0.1.8 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102743 verbose linkBins merge-stream@0.1.8
102744 verbose linkMans merge-stream@0.1.8
102745 silly build glob-stream@4.1.1
102746 info linkStuff glob-stream@4.1.1
102747 silly linkStuff glob-stream@4.1.1 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102748 verbose linkBins glob-stream@4.1.1
102749 verbose linkMans glob-stream@4.1.1
102750 silly build vinyl-fs@1.0.0
102751 info linkStuff vinyl-fs@1.0.0
102752 silly linkStuff vinyl-fs@1.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102753 verbose linkBins vinyl-fs@1.0.0
102754 verbose linkMans vinyl-fs@1.0.0
102755 silly build glob-stream@5.3.3
102756 info linkStuff glob-stream@5.3.3
102757 silly linkStuff glob-stream@5.3.3 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102758 verbose linkBins glob-stream@5.3.3
102759 verbose linkMans glob-stream@5.3.3
102760 silly build tar-stream@1.5.2
102761 info linkStuff tar-stream@1.5.2
102762 silly linkStuff tar-stream@1.5.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102763 verbose linkBins tar-stream@1.5.2
102764 verbose linkMans tar-stream@1.5.2
102765 silly build decompress-targz@3.1.0
102766 info linkStuff decompress-targz@3.1.0
102767 silly linkStuff decompress-targz@3.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102768 verbose linkBins decompress-targz@3.1.0
102769 verbose linkMans decompress-targz@3.1.0
102770 silly build decompress-tarbz2@3.1.0
102771 info linkStuff decompress-tarbz2@3.1.0
102772 silly linkStuff decompress-tarbz2@3.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102773 verbose linkBins decompress-tarbz2@3.1.0
102774 verbose linkMans decompress-tarbz2@3.1.0
102775 silly build decompress-tar@3.1.0
102776 info linkStuff decompress-tar@3.1.0
102777 silly linkStuff decompress-tar@3.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102778 verbose linkBins decompress-tar@3.1.0
102779 verbose linkMans decompress-tar@3.1.0
102780 silly build is-my-json-valid@2.13.1
102781 info linkStuff is-my-json-valid@2.13.1
102782 silly linkStuff is-my-json-valid@2.13.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102783 verbose linkBins is-my-json-valid@2.13.1
102784 verbose linkMans is-my-json-valid@2.13.1
102785 silly build har-validator@2.0.6
102786 info linkStuff har-validator@2.0.6
102787 silly linkStuff har-validator@2.0.6 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102788 verbose linkBins har-validator@2.0.6
102789 verbose link bins [ { 'har-validator': 'bin/har-validator' },
102789 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102789 verbose link bins   false ]
102790 verbose linkMans har-validator@2.0.6
102791 silly build request@2.65.0
102792 info linkStuff request@2.65.0
102793 silly linkStuff request@2.65.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102794 verbose linkBins request@2.65.0
102795 verbose linkMans request@2.65.0
102796 silly build node-gyp@3.4.0
102797 info linkStuff node-gyp@3.4.0
102798 silly linkStuff node-gyp@3.4.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102799 warn prefer global node-gyp@3.4.0 should be installed with -g
102800 verbose linkBins node-gyp@3.4.0
102801 verbose link bins [ { 'node-gyp': './bin/node-gyp.js' },
102801 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102801 verbose link bins   false ]
102802 verbose linkMans node-gyp@3.4.0
102803 silly build request@2.67.0
102804 info linkStuff request@2.67.0
102805 silly linkStuff request@2.67.0 has D:\nodejs-project\2015work\node_modules\phantomjs\node_modules as its parent node_modules
102806 verbose linkBins request@2.67.0
102807 verbose linkMans request@2.67.0
102808 silly build phantomjs@1.9.20
102809 info linkStuff phantomjs@1.9.20
102810 silly linkStuff phantomjs@1.9.20 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102811 verbose linkBins phantomjs@1.9.20
102812 verbose link bins [ { phantomjs: './bin/phantomjs' },
102812 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102812 verbose link bins   false ]
102813 verbose linkMans phantomjs@1.9.20
102814 silly build grunt-lib-phantomjs@0.7.1
102815 info linkStuff grunt-lib-phantomjs@0.7.1
102816 silly linkStuff grunt-lib-phantomjs@0.7.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102817 verbose linkBins grunt-lib-phantomjs@0.7.1
102818 verbose linkMans grunt-lib-phantomjs@0.7.1
102819 silly build grunt-mocha@0.4.15
102820 info linkStuff grunt-mocha@0.4.15
102821 silly linkStuff grunt-mocha@0.4.15 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102822 verbose linkBins grunt-mocha@0.4.15
102823 verbose linkMans grunt-mocha@0.4.15
102824 silly build eslint@1.10.3
102825 info linkStuff eslint@1.10.3
102826 silly linkStuff eslint@1.10.3 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102827 verbose linkBins eslint@1.10.3
102828 verbose link bins [ { eslint: './bin/eslint.js' },
102828 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102828 verbose link bins   false ]
102829 verbose linkMans eslint@1.10.3
102830 silly build grunt-eslint@17.3.2
102831 info linkStuff grunt-eslint@17.3.2
102832 silly linkStuff grunt-eslint@17.3.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102833 verbose linkBins grunt-eslint@17.3.2
102834 verbose linkMans grunt-eslint@17.3.2
102835 silly build through2@2.0.1
102836 info linkStuff through2@2.0.1
102837 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\imagemin-svgo\node_modules as its parent node_modules
102838 verbose linkBins through2@2.0.1
102839 verbose linkMans through2@2.0.1
102840 silly build imagemin-svgo@4.2.1
102841 info linkStuff imagemin-svgo@4.2.1
102842 silly linkStuff imagemin-svgo@4.2.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102843 verbose linkBins imagemin-svgo@4.2.1
102844 verbose linkMans imagemin-svgo@4.2.1
102845 silly build through2@2.0.1
102846 info linkStuff through2@2.0.1
102847 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\imagemin-jpegtran\node_modules as its parent node_modules
102848 verbose linkBins through2@2.0.1
102849 verbose linkMans through2@2.0.1
102850 silly build through2@2.0.1
102851 info linkStuff through2@2.0.1
102852 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\gulp-util\node_modules as its parent node_modules
102853 verbose linkBins through2@2.0.1
102854 verbose linkMans through2@2.0.1
102855 silly build gulp-util@3.0.7
102856 info linkStuff gulp-util@3.0.7
102857 silly linkStuff gulp-util@3.0.7 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102858 verbose linkBins gulp-util@3.0.7
102859 verbose linkMans gulp-util@3.0.7
102860 silly build through2@2.0.1
102861 info linkStuff through2@2.0.1
102862 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\gulp-sourcemaps\node_modules as its parent node_modules
102863 verbose linkBins through2@2.0.1
102864 verbose linkMans through2@2.0.1
102865 silly build gulp-sourcemaps@1.6.0
102866 info linkStuff gulp-sourcemaps@1.6.0
102867 silly linkStuff gulp-sourcemaps@1.6.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102868 verbose linkBins gulp-sourcemaps@1.6.0
102869 verbose linkMans gulp-sourcemaps@1.6.0
102870 silly build through2@2.0.1
102871 info linkStuff through2@2.0.1
102872 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\download\node_modules as its parent node_modules
102873 verbose linkBins through2@2.0.1
102874 verbose linkMans through2@2.0.1
102875 silly build vinyl-fs@2.4.3
102876 info linkStuff vinyl-fs@2.4.3
102877 silly linkStuff vinyl-fs@2.4.3 has D:\nodejs-project\2015work\node_modules\download\node_modules as its parent node_modules
102878 verbose linkBins vinyl-fs@2.4.3
102879 verbose linkMans vinyl-fs@2.4.3
102880 silly build through2@2.0.1
102881 info linkStuff through2@2.0.1
102882 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\decompress\node_modules as its parent node_modules
102883 verbose linkBins through2@2.0.1
102884 verbose linkMans through2@2.0.1
102885 silly build vinyl-fs@2.4.3
102886 info linkStuff vinyl-fs@2.4.3
102887 silly linkStuff vinyl-fs@2.4.3 has D:\nodejs-project\2015work\node_modules\decompress\node_modules as its parent node_modules
102888 verbose linkBins vinyl-fs@2.4.3
102889 verbose linkMans vinyl-fs@2.4.3
102890 silly build through2@2.0.1
102891 info linkStuff through2@2.0.1
102892 silly linkStuff through2@2.0.1 has D:\nodejs-project\2015work\node_modules\decompress-unzip\node_modules as its parent node_modules
102893 verbose linkBins through2@2.0.1
102894 verbose linkMans through2@2.0.1
102895 silly build y18n@3.2.1
102896 info linkStuff y18n@3.2.1
102897 silly linkStuff y18n@3.2.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102898 verbose linkBins y18n@3.2.1
102899 verbose linkMans y18n@3.2.1
102900 silly build yargs@3.29.0
102901 info linkStuff yargs@3.29.0
102902 silly linkStuff yargs@3.29.0 has D:\nodejs-project\2015work\node_modules\localtunnel\node_modules as its parent node_modules
102903 verbose linkBins yargs@3.29.0
102904 verbose linkMans yargs@3.29.0
102905 silly build localtunnel@1.8.1
102906 info linkStuff localtunnel@1.8.1
102907 silly linkStuff localtunnel@1.8.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102908 verbose linkBins localtunnel@1.8.1
102909 verbose link bins [ { lt: './bin/client' },
102909 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102909 verbose link bins   false ]
102910 verbose linkMans localtunnel@1.8.1
102911 silly build yallist@2.0.0
102912 info linkStuff yallist@2.0.0
102913 silly linkStuff yallist@2.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
